,data_provider_1,data_provider_2,system_id_1,system_id_2,installation_date,system_size_dc,total_installed_price,rebate_or_grant,customer_segment,expansion_system,multiple_phase_system,new_construction,tracking,ground_mounted,zip_code,city,utility_service_territory,third_party_owned,installer_name,self_installed,azimuth_1,azimuth_2,azimuth_3,tilt_1,tilt_2,tilt_3,module_manufacturer_1,module_model_1,module_quantity_1,module_manufacturer_2,module_model_2,module_quantity_2,module_manufacturer_3,module_model_3,module_quantity_3,additional_modules,technology_module_1,technology_module_2,technology_module_3,bipv_module_1,bipv_module_2,bipv_module_3,bifacial_module_1,bifacial_module_2,bifacial_module_3,nameplate_capacity_module_1,nameplate_capacity_module_2,nameplate_capacity_module_3,efficiency_module_1,efficiency_module_2,efficiency_module_3,inverter_manufacturer_1,inverter_model_1,inverter_quantity_1,inverter_manufacturer_2,inverter_model_2,inverter_quantity_2,inverter_manufacturer_3,inverter_model_3,inverter_quantity_3,additional_inverters,micro_inverter_1,micro_inverter_2,micro_inverter_3,built_in_meter_inverter_1,built_in_meter_inverter_2,built_in_meter_inverter_3,output_capacity_inverter_1,output_capacity_inverter_2,output_capacity_inverter_3,dc_optimizer,inverter_loading_ratio,date_of_battery_install,battery_manufacturer,battery_model,battery_rated_capacity_kw,battery_rated_capacity_kwh
2049,Oregon Department of Energy,-1,845292,-1,2014-05-31,3.24,15100.0,-1.0,RES,0,0,-1,-1,-1,97455,Pleasant Hill,Emerald PUD,0,Solar Assist Inc,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2050,Oregon Department of Energy,-1,845374,-1,2014-06-01,2.8,12780.0,-1.0,RES,0,0,-1,-1,-1,97850,La Grande,CoosCurry Electric Coop. Inc.,0,Blue Mountain Solar,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2051,Oregon Department of Energy,-1,845355,-1,2014-06-02,3.24,12200.0,-1.0,RES,0,0,-1,-1,-1,97405,Eugene,Eugene Water  Electric Board,0,Green Store,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2052,Oregon Department of Energy,-1,845388,-1,2014-06-03,3.12,15550.0,-1.0,RES,0,0,-1,-1,-1,97463,Oakridge,Lane Electric Cooperative,0,Green Store,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2053,Oregon Department of Energy,-1,845515,-1,2014-06-08,3.5,24060.0,-1.0,RES,0,0,-1,-1,-1,97361,Monmouth,Monmouth City of,0,National Solar Inc.,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2054,Oregon Department of Energy,-1,845548,-1,2014-06-09,2.616,13656.0,-1.0,RES,0,0,-1,-1,-1,97520,Ashland,Ashland City of,0,True South Solar Inc.,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2055,Oregon Department of Energy,-1,845856,-1,2014-06-21,2.24,9632.0,-1.0,RES,0,0,-1,-1,-1,97520,Ashland,Ashland City of,0,True South Solar Inc.,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2056,Oregon Department of Energy,-1,845951,-1,2014-06-22,4.86,19019.0,-1.0,RES,0,0,-1,-1,-1,97520,Ashland,Ashland City of,0,Renewable Energy Systems,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2057,Oregon Department of Energy,-1,846120,-1,2014-06-28,3.3,12870.0,-1.0,RES,0,0,-1,-1,-1,97365,Newport,Central Lincoln PUD,0,Benton Electric,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2058,Oregon Department of Energy,-1,846262,-1,2014-07-01,5.83,21688.0,-1.0,RES,0,0,-1,-1,-1,97701,Bend,Central Electric Cooperative,0,Sunlight Solar Energy,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2059,Oregon Department of Energy,-1,846328,-1,2014-07-06,3.24,12250.0,-1.0,RES,0,0,-1,-1,-1,97520,Ashland,Ashland City of,0,"Alternative Systems, Inc.",0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2060,Oregon Department of Energy,-1,846330,-1,2014-07-06,3.36,12040.0,-1.0,RES,0,0,-1,-1,-1,97520,Ashland,Ashland City of,0,"Alternative Systems, Inc.",0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2061,Oregon Department of Energy,-1,846332,-1,2014-07-06,3.36,12995.0,-1.0,RES,0,0,-1,-1,-1,97520,Ashland,Ashland City of,0,"Alternative Systems, Inc.",0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2062,Oregon Department of Energy,-1,846524,-1,2014-07-09,6.875,20460.0,-1.0,RES,0,0,-1,-1,-1,97401,Eugene,Eugene Water  Electric Board,0,Advanced Energy System,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2063,Oregon Department of Energy,-1,846526,-1,2014-07-09,5.232,24172.0,-1.0,RES,0,0,-1,-1,-1,97520,Ashland,Ashland City of,0,True South Solar Inc.,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2064,Oregon Department of Energy,-1,846527,-1,2014-07-09,4.125,24363.0,-1.0,RES,0,0,-1,-1,-1,97439,Florence,Central Lincoln PUD,0,Benton Electric,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2065,Oregon Department of Energy,-1,846617,-1,2014-07-12,4.95,19379.0,-1.0,RES,0,0,-1,-1,-1,97370,Philomath,Consumers Power Inc.,0,Abundant Solar,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2066,Oregon Department of Energy,-1,846661,-1,2014-07-13,3.24,11845.0,-1.0,RES,0,0,-1,-1,-1,97405,Eugene,Eugene Water  Electric Board,0,Green Store,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2067,Oregon Department of Energy,-1,846740,-1,2014-07-15,3.24,12000.0,-1.0,RES,0,0,-1,-1,-1,97408,Eugene,Eugene Water  Electric Board,0,Greenstore Llc,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2068,Oregon Department of Energy,-1,846741,-1,2014-07-15,3.0,15500.0,-1.0,RES,0,0,-1,-1,-1,97424,Cottage Grove,Emerald PUD,0,Neil Kelly Company,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2069,Oregon Department of Energy,-1,846854,-1,2014-07-20,1.1,5796.0,-1.0,RES,0,0,-1,-1,-1,97463,Oakridge,Lane Electric Cooperative,0,Energy Design Co,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2070,Oregon Department of Energy,-1,846855,-1,2014-07-20,6.05,23040.0,-1.0,RES,0,0,-1,-1,-1,97330,Corvallis,Consumers Power Inc.,0,Abundant Solar,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2071,Oregon Department of Energy,-1,846975,-1,2014-07-21,4.32,13100.0,-1.0,RES,0,0,-1,-1,-1,97426,Creswell,Emerald PUD,0,Green Store,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2072,Oregon Department of Energy,-1,846976,-1,2014-07-21,2.94,12054.0,-1.0,RES,0,0,-1,-1,-1,97477,Springfield,Springfield Utility Board,0,Pacific Unlimited Inc,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2073,Oregon Department of Energy,-1,846977,-1,2014-07-21,2.94,12054.0,-1.0,RES,0,0,-1,-1,-1,97477,Springfield,Springfield Utility Board,0,Pacific Unlimited Inc,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2074,Oregon Department of Energy,-1,846978,-1,2014-07-21,2.94,12054.0,-1.0,RES,0,0,-1,-1,-1,97477,Springfield,Springfield Utility Board,0,Pacific Unlimited Inc,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2075,Oregon Department of Energy,-1,846979,-1,2014-07-21,2.94,12054.0,-1.0,RES,0,0,-1,-1,-1,97477,Springfield,Springfield Utility Board,0,Pacific Unlimited Inc,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2076,Oregon Department of Energy,-1,847143,-1,2014-07-26,4.32,19450.0,-1.0,RES,0,0,-1,-1,-1,97424,Cottage Grove,Emerald PUD,0,Solar Assist Inc,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2077,Oregon Department of Energy,-1,847515,-1,2014-08-04,3.24,12407.0,-1.0,RES,0,0,-1,-1,-1,97426,Creswell,Lane Electric Cooperative,0,Energy Design Co,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2078,Oregon Department of Energy,-1,847748,-1,2014-08-09,4.32,15300.0,-1.0,RES,0,0,-1,-1,-1,97404,Eugene,Eugene Water  Electric Board,0,Solar Assist Inc,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2079,Oregon Department of Energy,-1,847990,-1,2014-08-13,4.05,12840.0,-1.0,RES,0,0,-1,-1,-1,97520,Ashland,Ashland City of,0,Willpower Electric LLC,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2080,Oregon Department of Energy,-1,844444,-1,2014-08-17,6.63,31492.0,-1.0,RES,0,0,-1,-1,-1,97304,Salem,Salem Electric,1,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2081,Oregon Department of Energy,-1,844591,-1,2014-08-17,3.78,14490.0,-1.0,RES,0,0,-1,-1,-1,97402,Eugene,Eugene Water  Electric Board,0,Advanced Energy System,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2082,Oregon Department of Energy,-1,848113,-1,2014-08-18,8.75,46970.0,-1.0,RES,0,0,-1,-1,-1,97405,Eugene,Eugene Water  Electric Board,0,Neil Kelly Company,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2083,Oregon Department of Energy,-1,848119,-1,2014-08-20,3.885,22599.0,-1.0,RES,0,0,-1,-1,-1,97489,Leaburg,-1,0,Advanced Energy System,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2084,Oregon Department of Energy,-1,848120,-1,2014-08-20,3.3,13405.0,-1.0,RES,0,0,-1,-1,-1,97330,Corvallis,Consumers Power Inc.,0,Abundant Solar,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2085,Oregon Department of Energy,-1,848121,-1,2014-08-20,3.5,23940.0,-1.0,RES,0,0,-1,-1,-1,97355,Lebanon,Consumers Power Inc.,0,National Solar Inc.,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2086,Oregon Department of Energy,-1,845862,-1,2014-08-26,4.845,24225.0,-1.0,RES,0,0,-1,-1,-1,97304,Salem,Salem Electric,1,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2087,Oregon Department of Energy,-1,848525,-1,2014-08-27,3.3,12298.0,-1.0,RES,0,0,-1,-1,-1,97370,Philomath,Consumers Power Inc.,0,Abundant Solar,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2088,Oregon Department of Energy,-1,848941,-1,2014-08-29,2.97,18520.0,-1.0,RES,0,0,-1,-1,-1,97141,Tillamook,Tillamook PUD,0,Neil Kelly Company,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2089,Oregon Department of Energy,-1,848943,-1,2014-08-30,3.24,12387.0,-1.0,RES,0,0,-1,-1,-1,97404,Eugene,Eugene Water  Electric Board,0,Green Store,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2090,Oregon Department of Energy,-1,848951,-1,2014-09-01,3.64,13890.0,-1.0,RES,0,0,-1,-1,-1,97520,Ashland,Ashland City of,0,"Alternative Systems, Inc.",0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2091,Oregon Department of Energy,-1,848957,-1,2014-09-06,4.05,13500.0,-1.0,RES,0,0,-1,-1,-1,97404,Eugene,Eugene Water  Electric Board,0,Solar Assist Inc,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2092,Oregon Department of Energy,-1,848958,-1,2014-09-06,5.232,24719.0,-1.0,RES,0,0,-1,-1,-1,97405,Eugene,Eugene Water  Electric Board,0,Energy Design Co,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
2093,Oregon Department of Energy,-1,849116,-1,2014-09-09,4.95,17005.0,-1.0,RES,0,0,-1,-1,-1,97330,Corvallis,Consumers Power Inc.,0,Abundant Solar,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,,-1,-1,-1.0,-1.0
